iteration,timestamp,client_id,operation,phase,scenario,failed_node,requested_version,observed_version,read_concern,write_concern,latency_ms,success,violation,error
522,1789625830.807422,client_A,WRITE_THEN_READ,failure,failure,mongo1,522,199,local,1,0.51,True,True,
523,1789625830.807887,client_A,WRITE_THEN_READ,failure,failure,mongo1,523,199,local,1,0.46,True,True,
524,1789625830.8084693,client_A,WRITE_THEN_READ,failure,failure,mongo1,524,199,local,1,0.58,True,True,
525,1789625830.8089712,client_A,WRITE_THEN_READ,failure,failure,mongo1,525,199,local,1,0.5,True,True,
526,1789625830.8094947,client_A,WRITE_THEN_READ,failure,failure,mongo1,526,199,local,1,0.52,True,True,
527,1789625830.8099945,client_A,WRITE_THEN_READ,failure,failure,mongo1,527,199,local,1,0.5,True,True,
528,1789625830.810551,client_A,WRITE_THEN_READ,failure,failure,mongo1,528,199,local,1,0.55,True,True,
529,1789625830.811034,client_A,WRITE_THEN_READ,failure,failure,mongo1,529,199,local,1,0.48,True,True,
530,1789625830.8114932,client_A,WRITE_THEN_READ,failure,failure,mongo1,530,199,local,1,0.46,True,True,
531,1789625830.8119545,client_A,WRITE_THEN_READ,failure,failure,mongo1,531,199,local,1,0.46,True,True,
532,1789625830.8124533,client_A,WRITE_THEN_READ,failure,failure,mongo1,532,199,local,1,0.5,True,True,
533,1789625830.8129313,client_A,WRITE_THEN_READ,failure,failure,mongo1,533,199,local,1,0.48,True,True,
534,1789625830.813344,client_A,WRITE_THEN_READ,failure,failure,mongo1,534,199,local,1,0.41,True,True,
535,1789625830.8138247,client_A,WRITE_THEN_READ,failure,failure,mongo1,535,199,local,1,0.48,True,True,
536,1789625830.8142662,client_A,WRITE_THEN_READ,failure,failure,mongo1,536,199,local,1,0.44,True,True,
537,1789625830.8147757,client_A,WRITE_THEN_READ,failure,failure,mongo1,537,199,local,1,0.51,True,True,
538,1789625830.8152654,client_A,WRITE_THEN_READ,failure,failure,mongo1,538,199,local,1,0.49,True,True,
539,1789625830.8157601,client_A,WRITE_THEN_READ,failure,failure,mongo1,539,199,local,1,0.49,True,True,
540,1789625830.8162882,client_A,WRITE_THEN_READ,failure,failure,mongo1,540,199,local,1,0.53,True,True,
541,1789625830.8168085,client_A,WRITE_THEN_READ,failure,failure,mongo1,541,199,local,1,0.52,True,True,
542,1789625830.8172855,client_A,WRITE_THEN_READ,failure,failure,mongo1,542,199,local,1,0.48,True,True,
543,1789625830.8177965,client_A,WRITE_THEN_READ,failure,failure,mongo1,543,199,local,1,0.51,True,True,
544,1789625830.8182847,client_A,WRITE_THEN_READ,failure,failure,mongo1,544,199,local,1,0.49,True,True,
545,1789625830.8188553,client_A,WRITE_THEN_READ,failure,failure,mongo1,545,199,local,1,0.57,True,True,
546,1789625830.8193603,client_A,WRITE_THEN_READ,failure,failure,mongo1,546,199,local,1,0.5,True,True,
547,1789625830.819883,client_A,WRITE_THEN_READ,failure,failure,mongo1,547,199,local,1,0.52,True,True,
548,1789625830.8204134,client_A,WRITE_THEN_READ,failure,failure,mongo1,548,199,local,1,0.53,True,True,
549,1789625830.8208747,client_A,WRITE_THEN_READ,failure,failure,mongo1,549,199,local,1,0.46,True,True,
550,1789625830.8213484,client_A,WRITE_THEN_READ,failure,failure,mongo1,550,199,local,1,0.47,True,True,
551,1789625830.8218844,client_A,WRITE_THEN_READ,failure,failure,mongo1,551,199,local,1,0.53,True,True,
552,1789625830.822491,client_A,WRITE_THEN_READ,failure,failure,mongo1,552,199,local,1,0.6,True,True,
553,1789625830.8229575,client_A,WRITE_THEN_READ,failure,failure,mongo1,553,199,local,1,0.47,True,True,
554,1789625830.823398,client_A,WRITE_THEN_READ,failure,failure,mongo1,554,199,local,1,0.44,True,True,
555,1789625830.8238475,client_A,WRITE_THEN_READ,failure,failure,mongo1,555,199,local,1,0.45,True,True,
556,1789625830.8243732,client_A,WRITE_THEN_READ,failure,failure,mongo1,556,199,local,1,0.52,True,True,
557,1789625830.8248432,client_A,WRITE_THEN_READ,failure,failure,mongo1,557,199,local,1,0.47,True,True,
558,1789625830.8253691,client_A,WRITE_THEN_READ,failure,failure,mongo1,558,199,local,1,0.52,True,True,
559,1789625830.8258448,client_A,WRITE_THEN_READ,failure,failure,mongo1,559,199,local,1,0.47,True,True,
560,1789625830.826353,client_A,WRITE_THEN_READ,failure,failure,mongo1,560,199,local,1,0.51,True,True,
561,1789625830.8268406,client_A,WRITE_THEN_READ,failure,failure,mongo1,561,199,local,1,0.49,True,True,
562,1789625830.8273556,client_A,WRITE_THEN_READ,failure,failure,mongo1,562,199,local,1,0.51,True,True,
563,1789625830.8278089,client_A,WRITE_THEN_READ,failure,failure,mongo1,563,199,local,1,0.45,True,True,
564,1789625830.828235,client_A,WRITE_THEN_READ,failure,failure,mongo1,564,199,local,1,0.42,True,True,
565,1789625830.8286989,client_A,WRITE_THEN_READ,failure,failure,mongo1,565,199,local,1,0.46,True,True,
566,1789625830.8291492,client_A,WRITE_THEN_READ,failure,failure,mongo1,566,199,local,1,0.45,True,True,
567,1789625830.8296359,client_A,WRITE_THEN_READ,failure,failure,mongo1,567,199,local,1,0.49,True,True,
568,1789625830.8301034,client_A,WRITE_THEN_READ,failure,failure,mongo1,568,199,local,1,0.47,True,True,
569,1789625830.8306267,client_A,WRITE_THEN_READ,failure,failure,mongo1,569,199,local,1,0.52,True,True,
570,1789625830.8310766,client_A,WRITE_THEN_READ,failure,failure,mongo1,570,199,local,1,0.45,True,True,
571,1789625830.8315446,client_A,WRITE_THEN_READ,failure,failure,mongo1,571,199,local,1,0.47,True,True,
572,1789625830.8320026,client_A,WRITE_THEN_READ,failure,failure,mongo1,572,199,local,1,0.46,True,True,
573,1789625830.8324323,client_A,WRITE_THEN_READ,failure,failure,mongo1,573,199,local,1,0.43,True,True,
574,1789625830.8329597,client_A,WRITE_THEN_READ,failure,failure,mongo1,574,199,local,1,0.53,True,True,
575,1789625830.8334486,client_A,WRITE_THEN_READ,failure,failure,mongo1,575,199,local,1,0.49,True,True,
576,1789625830.833968,client_A,WRITE_THEN_READ,failure,failure,mongo1,576,199,local,1,0.52,True,True,
577,1789625830.8344936,client_A,WRITE_THEN_READ,failure,failure,mongo1,577,199,local,1,0.52,True,True,
578,1789625830.8349926,client_A,WRITE_THEN_READ,failure,failure,mongo1,578,199,local,1,0.5,True,True,
579,1789625830.835448,client_A,WRITE_THEN_READ,failure,failure,mongo1,579,199,local,1,0.45,True,True,
580,1789625830.8359652,client_A,WRITE_THEN_READ,failure,failure,mongo1,580,199,local,1,0.52,True,True,
581,1789625830.836483,client_A,WRITE_THEN_READ,failure,failure,mongo1,581,199,local,1,0.52,True,True,
582,1789625830.8369546,client_A,WRITE_THEN_READ,failure,failure,mongo1,582,199,local,1,0.47,True,True,
583,1789625830.8374755,client_A,WRITE_THEN_READ,failure,failure,mongo1,583,199,local,1,0.52,True,True,
584,1789625830.8379822,client_A,WRITE_THEN_READ,failure,failure,mongo1,584,199,local,1,0.5,True,True,
585,1789625830.8385658,client_A,WRITE_THEN_READ,failure,failure,mongo1,585,199,local,1,0.58,True,True,
586,1789625830.8390832,client_A,WRITE_THEN_READ,failure,failure,mongo1,586,199,local,1,0.52,True,True,
587,1789625830.839602,client_A,WRITE_THEN_READ,failure,failure,mongo1,587,199,local,1,0.52,True,True,
588,1789625830.8401794,client_A,WRITE_THEN_READ,failure,failure,mongo1,588,199,local,1,0.58,True,True,
589,1789625830.8406632,client_A,WRITE_THEN_READ,failure,failure,mongo1,589,199,local,1,0.48,True,True,
590,1789625830.8411527,client_A,WRITE_THEN_READ,failure,failure,mongo1,590,199,local,1,0.49,True,True,
591,1789625830.8415952,client_A,WRITE_THEN_READ,failure,failure,mongo1,591,199,local,1,0.44,True,True,
592,1789625830.8421113,client_A,WRITE_THEN_READ,failure,failure,mongo1,592,199,local,1,0.51,True,True,
593,1789625830.842631,client_A,WRITE_THEN_READ,failure,failure,mongo1,593,199,local,1,0.52,True,True,
594,1789625830.843091,client_A,WRITE_THEN_READ,failure,failure,mongo1,594,199,local,1,0.46,True,True,
595,1789625830.8436174,client_A,WRITE_THEN_READ,failure,failure,mongo1,595,199,local,1,0.52,True,True,
596,1789625830.8441231,client_A,WRITE_THEN_READ,failure,failure,mongo1,596,199,local,1,0.5,True,True,
597,1789625830.8446717,client_A,WRITE_THEN_READ,failure,failure,mongo1,597,199,local,1,0.55,True,True,
598,1789625830.845189,client_A,WRITE_THEN_READ,failure,failure,mongo1,598,199,local,1,0.52,True,True,
599,1789625830.8457127,client_A,WRITE_THEN_READ,failure,failure,mongo1,599,199,local,1,0.52,True,True,
600,1789625830.9095132,client_A,WRITE_THEN_READ,recovery,failure,mongo1,600,199,local,1,1.18,True,True,
601,1789625830.910113,client_A,WRITE_THEN_READ,recovery,failure,mongo1,601,199,local,1,0.59,True,True,
602,1789625830.9106128,client_A,WRITE_THEN_READ,recovery,failure,mongo1,602,199,local,1,0.5,True,True,
603,1789625830.9109511,client_A,WRITE_THEN_READ,recovery,failure,mongo1,603,199,local,1,0.34,True,True,
604,1789625830.9112694,client_A,WRITE_THEN_READ,recovery,failure,mongo1,604,199,local,1,0.32,True,True,
605,1789625830.9115741,client_A,WRITE_THEN_READ,recovery,failure,mongo1,605,199,local,1,0.3,True,True,
606,1789625830.9119227,client_A,WRITE_THEN_READ,recovery,failure,mongo1,606,199,local,1,0.35,True,True,
607,1789625830.9122314,client_A,WRITE_THEN_READ,recovery,failure,mongo1,607,199,local,1,0.31,True,True,
608,1789625830.912536,client_A,WRITE_THEN_READ,recovery,failure,mongo1,608,199,local,1,0.3,True,True,
609,1789625830.9128475,client_A,WRITE_THEN_READ,recovery,failure,mongo1,609,199,local,1,0.31,True,True,
610,1789625830.9131458,client_A,WRITE_THEN_READ,recovery,failure,mongo1,610,199,local,1,0.3,True,True,
611,1789625830.9134388,client_A,WRITE_THEN_READ,recovery,failure,mongo1,611,199,local,1,0.29,True,True,
612,1789625830.9137862,client_A,WRITE_THEN_READ,recovery,failure,mongo1,612,199,local,1,0.35,True,True,
613,1789625830.9140818,client_A,WRITE_THEN_READ,recovery,failure,mongo1,613,199,local,1,0.29,True,True,
614,1789625830.9144182,client_A,WRITE_THEN_READ,recovery,failure,mongo1,614,199,local,1,0.33,True,True,
615,1789625830.9148006,client_A,WRITE_THEN_READ,recovery,failure,mongo1,615,199,local,1,0.38,True,True,
616,1789625830.9151614,client_A,WRITE_THEN_READ,recovery,failure,mongo1,616,199,local,1,0.36,True,True,
617,1789625830.9155142,client_A,WRITE_THEN_READ,recovery,failure,mongo1,617,199,local,1,0.35,True,True,
618,1789625830.9158237,client_A,WRITE_THEN_READ,recovery,failure,mongo1,618,199,local,1,0.31,True,True,
619,1789625830.9162145,client_A,WRITE_THEN_READ,recovery,failure,mongo1,619,199,local,1,0.39,True,True,
620,1789625830.9165542,client_A,WRITE_THEN_READ,recovery,failure,mongo1,620,199,local,1,0.34,True,True,
621,1789625830.9171937,client_A,WRITE_THEN_READ,recovery,failure,mongo1,621,199,local,1,0.64,True,True,
622,1789625830.9175014,client_A,WRITE_THEN_READ,recovery,failure,mongo1,622,199,local,1,0.31,True,True,
623,1789625830.9178498,client_A,WRITE_THEN_READ,recovery,failure,mongo1,623,199,local,1,0.35,True,True,
624,1789625830.9183652,client_A,WRITE_THEN_READ,recovery,failure,mongo1,624,199,local,1,0.51,True,True,
625,1789625830.9187539,client_A,WRITE_THEN_READ,recovery,failure,mongo1,625,199,local,1,0.39,True,True,
626,1789625830.9190893,client_A,WRITE_THEN_READ,recovery,failure,mongo1,626,199,local,1,0.33,True,True,
627,1789625830.9196157,client_A,WRITE_THEN_READ,recovery,failure,mongo1,627,199,local,1,0.52,True,True,
628,1789625830.9201384,client_A,WRITE_THEN_READ,recovery,failure,mongo1,628,199,local,1,0.52,True,True,
629,1789625830.9205296,client_A,WRITE_THEN_READ,recovery,failure,mongo1,629,199,local,1,0.39,True,True,
630,1789625830.9209626,client_A,WRITE_THEN_READ,recovery,failure,mongo1,630,199,local,1,0.43,True,True,
631,1789625830.9214873,client_A,WRITE_THEN_READ,recovery,failure,mongo1,631,199,local,1,0.52,True,True,
632,1789625830.9227319,client_A,WRITE_THEN_READ,recovery,failure,mongo1,632,199,local,1,1.24,True,True,
633,1789625830.930233,client_A,WRITE_THEN_READ,recovery,failure,mongo1,633,199,local,1,7.5,True,True,
634,1789625830.9308205,client_A,WRITE_THEN_READ,recovery,failure,mongo1,634,633,local,1,0.58,True,True,
635,1789625830.9314747,client_A,WRITE_THEN_READ,recovery,failure,mongo1,635,634,local,1,0.65,True,True,
636,1789625830.9321156,client_A,WRITE_THEN_READ,recovery,failure,mongo1,636,634,local,1,0.64,True,True,
637,1789625830.932572,client_A,WRITE_THEN_READ,recovery,failure,mongo1,637,634,local,1,0.45,True,True,
638,1789625830.9330075,client_A,WRITE_THEN_READ,recovery,failure,mongo1,638,634,local,1,0.43,True,True,
639,1789625830.9335082,client_A,WRITE_THEN_READ,recovery,failure,mongo1,639,634,local,1,0.5,True,True,
640,1789625830.9339511,client_A,WRITE_THEN_READ,recovery,failure,mongo1,640,634,local,1,0.44,True,True,
641,1789625830.9344466,client_A,WRITE_THEN_READ,recovery,failure,mongo1,641,634,local,1,0.49,True,True,
642,1789625830.934983,client_A,WRITE_THEN_READ,recovery,failure,mongo1,642,634,local,1,0.53,True,True,
643,1789625830.9354591,client_A,WRITE_THEN_READ,recovery,failure,mongo1,643,642,local,1,0.47,True,True,
644,1789625830.9359267,client_A,WRITE_THEN_READ,recovery,failure,mongo1,644,643,local,1,0.47,True,True,
645,1789625830.9364486,client_A,WRITE_THEN_READ,recovery,failure,mongo1,645,644,local,1,0.52,True,True,
646,1789625830.9370234,client_A,WRITE_THEN_READ,recovery,failure,mongo1,646,646,local,1,0.57,True,False,
647,1789625830.9375575,client_A,WRITE_THEN_READ,recovery,failure,mongo1,647,646,local,1,0.53,True,True,
648,1789625830.9381783,client_A,WRITE_THEN_READ,recovery,failure,mongo1,648,648,local,1,0.62,True,False,
649,1789625830.9387033,client_A,WRITE_THEN_READ,recovery,failure,mongo1,649,649,local,1,0.52,True,False,
650,1789625830.9392476,client_A,WRITE_THEN_READ,recovery,failure,mongo1,650,650,local,1,0.54,True,False,
651,1789625830.939783,client_A,WRITE_THEN_READ,recovery,failure,mongo1,651,650,local,1,0.53,True,True,
652,1789625830.9402945,client_A,WRITE_THEN_READ,recovery,failure,mongo1,652,651,local,1,0.51,True,True,
653,1789625830.9408915,client_A,WRITE_THEN_READ,recovery,failure,mongo1,653,652,local,1,0.6,True,True,
654,1789625830.9416125,client_A,WRITE_THEN_READ,recovery,failure,mongo1,654,653,local,1,0.72,True,True,
655,1789625830.9422343,client_A,WRITE_THEN_READ,recovery,failure,mongo1,655,655,local,1,0.62,True,False,
656,1789625830.9427917,client_A,WRITE_THEN_READ,recovery,failure,mongo1,656,655,local,1,0.56,True,True,
657,1789625830.9433234,client_A,WRITE_THEN_READ,recovery,failure,mongo1,657,656,local,1,0.53,True,True,
658,1789625830.943834,client_A,WRITE_THEN_READ,recovery,failure,mongo1,658,658,local,1,0.51,True,False,
659,1789625830.9444523,client_A,WRITE_THEN_READ,recovery,failure,mongo1,659,658,local,1,0.62,True,True,
660,1789625830.944909,client_A,WRITE_THEN_READ,recovery,failure,mongo1,660,659,local,1,0.45,True,True,
661,1789625830.945392,client_A,WRITE_THEN_READ,recovery,failure,mongo1,661,661,local,1,0.48,True,False,
662,1789625830.9459295,client_A,WRITE_THEN_READ,recovery,failure,mongo1,662,662,local,1,0.54,True,False,
663,1789625830.9464786,client_A,WRITE_THEN_READ,recovery,failure,mongo1,663,663,local,1,0.55,True,False,
664,1789625830.9469876,client_A,WRITE_THEN_READ,recovery,failure,mongo1,664,663,local,1,0.51,True,True,
665,1789625830.947533,client_A,WRITE_THEN_READ,recovery,failure,mongo1,665,664,local,1,0.54,True,True,
666,1789625830.9480302,client_A,WRITE_THEN_READ,recovery,failure,mongo1,666,665,local,1,0.5,True,True,
667,1789625830.9486196,client_A,WRITE_THEN_READ,recovery,failure,mongo1,667,667,local,1,0.59,True,False,
668,1789625830.949067,client_A,WRITE_THEN_READ,recovery,failure,mongo1,668,667,local,1,0.45,True,True,
669,1789625830.9496377,client_A,WRITE_THEN_READ,recovery,failure,mongo1,669,669,local,1,0.57,True,False,
670,1789625830.950058,client_A,WRITE_THEN_READ,recovery,failure,mongo1,670,669,local,1,0.42,True,True,
671,1789625830.950591,client_A,WRITE_THEN_READ,recovery,failure,mongo1,671,671,local,1,0.53,True,False,
672,1789625830.9511063,client_A,WRITE_THEN_READ,recovery,failure,mongo1,672,671,local,1,0.51,True,True,
673,1789625830.9515986,client_A,WRITE_THEN_READ,recovery,failure,mongo1,673,673,local,1,0.49,True,False,
674,1789625830.951988,client_A,WRITE_THEN_READ,recovery,failure,mongo1,674,673,local,1,0.39,True,True,
675,1789625830.9524114,client_A,WRITE_THEN_READ,recovery,failure,mongo1,675,674,local,1,0.42,True,True,
676,1789625830.952967,client_A,WRITE_THEN_READ,recovery,failure,mongo1,676,676,local,1,0.55,True,False,
677,1789625830.9532998,client_A,WRITE_THEN_READ,recovery,failure,mongo1,677,676,local,1,0.33,True,True,
678,1789625830.9536743,client_A,WRITE_THEN_READ,recovery,failure,mongo1,678,677,local,1,0.37,True,True,
679,1789625830.954081,client_A,WRITE_THEN_READ,recovery,failure,mongo1,679,678,local,1,0.4,True,True,
680,1789625830.9546394,client_A,WRITE_THEN_READ,recovery,failure,mongo1,680,679,local,1,0.56,True,True,
681,1789625830.955086,client_A,WRITE_THEN_READ,recovery,failure,mongo1,681,680,local,1,0.44,True,True,
682,1789625830.95557,client_A,WRITE_THEN_READ,recovery,failure,mongo1,682,682,local,1,0.48,True,False,
683,1789625830.955894,client_A,WRITE_THEN_READ,recovery,failure,mongo1,683,682,local,1,0.32,True,True,
684,1789625830.9562247,client_A,WRITE_THEN_READ,recovery,failure,mongo1,684,683,local,1,0.33,True,True,
685,1789625830.9565537,client_A,WRITE_THEN_READ,recovery,failure,mongo1,685,684,local,1,0.33,True,True,
686,1789625830.9569585,client_A,WRITE_THEN_READ,recovery,failure,mongo1,686,685,local,1,0.4,True,True,
687,1789625830.9574478,client_A,WRITE_THEN_READ,recovery,failure,mongo1,687,686,local,1,0.49,True,True,
688,1789625830.9579618,client_A,WRITE_THEN_READ,recovery,failure,mongo1,688,687,local,1,0.51,True,True,
689,1789625830.958487,client_A,WRITE_THEN_READ,recovery,failure,mongo1,689,688,local,1,0.52,True,True,
690,1789625830.9589233,client_A,WRITE_THEN_READ,recovery,failure,mongo1,690,689,local,1,0.43,True,True,
691,1789625830.959396,client_A,WRITE_THEN_READ,recovery,failure,mongo1,691,690,local,1,0.47,True,True,
692,1789625830.9598024,client_A,WRITE_THEN_READ,recovery,failure,mongo1,692,691,local,1,0.41,True,True,
693,1789625830.9603465,client_A,WRITE_THEN_READ,recovery,failure,mongo1,693,693,local,1,0.54,True,False,
694,1789625830.9608052,client_A,WRITE_THEN_READ,recovery,failure,mongo1,694,693,local,1,0.46,True,True,
695,1789625830.9612708,client_A,WRITE_THEN_READ,recovery,failure,mongo1,695,694,local,1,0.46,True,True,
696,1789625830.9616318,client_A,WRITE_THEN_READ,recovery,failure,mongo1,696,695,local,1,0.36,True,True,
697,1789625830.9620664,client_A,WRITE_THEN_READ,recovery,failure,mongo1,697,696,local,1,0.43,True,True,
698,1789625830.9625452,client_A,WRITE_THEN_READ,recovery,failure,mongo1,698,697,local,1,0.48,True,True,
699,1789625830.9629934,client_A,WRITE_THEN_READ,recovery,failure,mongo1,699,699,local,1,0.45,True,False,
700,1789625830.9634652,client_A,WRITE_THEN_READ,recovery,failure,mongo1,700,699,local,1,0.47,True,True,
701,1789625830.9639769,client_A,WRITE_THEN_READ,recovery,failure,mongo1,701,700,local,1,0.5,True,True,
702,1789625830.9644291,client_A,WRITE_THEN_READ,recovery,failure,mongo1,702,701,local,1,0.45,True,True,
703,1789625830.9647973,client_A,WRITE_THEN_READ,recovery,failure,mongo1,703,702,local,1,0.37,True,True,
704,1789625830.965174,client_A,WRITE_THEN_READ,recovery,failure,mongo1,704,703,local,1,0.38,True,True,
705,1789625830.9656067,client_A,WRITE_THEN_READ,recovery,failure,mongo1,705,704,local,1,0.43,True,True,
706,1789625830.9660172,client_A,WRITE_THEN_READ,recovery,failure,mongo1,706,705,local,1,0.41,True,True,
707,1789625830.9665153,client_A,WRITE_THEN_READ,recovery,failure,mongo1,707,706,local,1,0.5,True,True,
708,1789625830.9669333,client_A,WRITE_THEN_READ,recovery,failure,mongo1,708,707,local,1,0.42,True,True,
709,1789625830.9673462,client_A,WRITE_THEN_READ,recovery,failure,mongo1,709,709,local,1,0.41,True,False,
710,1789625830.9677467,client_A,WRITE_THEN_READ,recovery,failure,mongo1,710,709,local,1,0.4,True,True,
711,1789625830.968121,client_A,WRITE_THEN_READ,recovery,failure,mongo1,711,710,local,1,0.37,True,True,
712,1789625830.968631,client_A,WRITE_THEN_READ,recovery,failure,mongo1,712,711,local,1,0.51,True,True,
713,1789625830.9690762,client_A,WRITE_THEN_READ,recovery,failure,mongo1,713,712,local,1,0.44,True,True,
714,1789625830.9694362,client_A,WRITE_THEN_READ,recovery,failure,mongo1,714,713,local,1,0.36,True,True,
715,1789625830.9698155,client_A,WRITE_THEN_READ,recovery,failure,mongo1,715,714,local,1,0.38,True,True,
716,1789625830.9702742,client_A,WRITE_THEN_READ,recovery,failure,mongo1,716,715,local,1,0.46,True,True,
717,1789625830.9706898,client_A,WRITE_THEN_READ,recovery,failure,mongo1,717,716,local,1,0.41,True,True,
718,1789625830.9711308,client_A,WRITE_THEN_READ,recovery,failure,mongo1,718,717,local,1,0.44,True,True,
719,1789625830.9716055,client_A,WRITE_THEN_READ,recovery,failure,mongo1,719,719,local,1,0.47,True,False,
720,1789625830.9720724,client_A,WRITE_THEN_READ,recovery,failure,mongo1,720,719,local,1,0.46,True,True,
721,1789625830.9724383,client_A,WRITE_THEN_READ,recovery,failure,mongo1,721,720,local,1,0.36,True,True,
722,1789625830.9727898,client_A,WRITE_THEN_READ,recovery,failure,mongo1,722,721,local,1,0.35,True,True,
723,1789625830.9731634,client_A,WRITE_THEN_READ,recovery,failure,mongo1,723,722,local,1,0.37,True,True,
724,1789625830.9736636,client_A,WRITE_THEN_READ,recovery,failure,mongo1,724,723,local,1,0.5,True,True,
725,1789625830.9741411,client_A,WRITE_THEN_READ,recovery,failure,mongo1,725,724,local,1,0.47,True,True,
726,1789625830.9746296,client_A,WRITE_THEN_READ,recovery,failure,mongo1,726,725,local,1,0.49,True,True,
727,1789625830.9750333,client_A,WRITE_THEN_READ,recovery,failure,mongo1,727,726,local,1,0.4,True,True,
728,1789625830.9754052,client_A,WRITE_THEN_READ,recovery,failure,mongo1,728,727,local,1,0.37,True,True,
729,1789625830.9758227,client_A,WRITE_THEN_READ,recovery,failure,mongo1,729,728,local,1,0.42,True,True,
730,1789625830.9763007,client_A,WRITE_THEN_READ,recovery,failure,mongo1,730,729,local,1,0.48,True,True,
731,1789625830.9767923,client_A,WRITE_THEN_READ,recovery,failure,mongo1,731,731,local,1,0.49,True,False,
732,1789625830.9771814,client_A,WRITE_THEN_READ,recovery,failure,mongo1,732,731,local,1,0.39,True,True,
733,1789625830.9776268,client_A,WRITE_THEN_READ,recovery,failure,mongo1,733,733,local,1,0.44,True,False,
734,1789625830.9780047,client_A,WRITE_THEN_READ,recovery,failure,mongo1,734,733,local,1,0.38,True,True,
735,1789625830.978577,client_A,WRITE_THEN_READ,recovery,failure,mongo1,735,734,local,1,0.57,True,True,
736,1789625830.9790125,client_A,WRITE_THEN_READ,recovery,failure,mongo1,736,735,local,1,0.43,True,True,
737,1789625830.9794817,client_A,WRITE_THEN_READ,recovery,failure,mongo1,737,737,local,1,0.47,True,False,
738,1789625830.9799387,client_A,WRITE_THEN_READ,recovery,failure,mongo1,738,737,local,1,0.46,True,True,
739,1789625830.9804099,client_A,WRITE_THEN_READ,recovery,failure,mongo1,739,738,local,1,0.47,True,True,
740,1789625830.9807522,client_A,WRITE_THEN_READ,recovery,failure,mongo1,740,739,local,1,0.34,True,True,
741,1789625830.9811099,client_A,WRITE_THEN_READ,recovery,failure,mongo1,741,740,local,1,0.36,True,True,
742,1789625830.981523,client_A,WRITE_THEN_READ,recovery,failure,mongo1,742,741,local,1,0.41,True,True,
743,1789625830.9818914,client_A,WRITE_THEN_READ,recovery,failure,mongo1,743,742,local,1,0.37,True,True,
744,1789625830.9824064,client_A,WRITE_THEN_READ,recovery,failure,mongo1,744,743,local,1,0.51,True,True,
745,1789625830.9827764,client_A,WRITE_THEN_READ,recovery,failure,mongo1,745,744,local,1,0.37,True,True,
746,1789625830.9831502,client_A,WRITE_THEN_READ,recovery,failure,mongo1,746,745,local,1,0.37,True,True,
747,1789625830.9835212,client_A,WRITE_THEN_READ,recovery,failure,mongo1,747,745,local,1,0.37,True,True,
748,1789625830.9838502,client_A,WRITE_THEN_READ,recovery,failure,mongo1,748,745,local,1,0.33,True,True,
749,1789625830.9842048,client_A,WRITE_THEN_READ,recovery,failure,mongo1,749,745,local,1,0.35,True,True,
750,1789625830.984546,client_A,WRITE_THEN_READ,recovery,failure,mongo1,750,745,local,1,0.34,True,True,
751,1789625830.9849112,client_A,WRITE_THEN_READ,recovery,failure,mongo1,751,745,local,1,0.36,True,True,
752,1789625830.9853582,client_A,WRITE_THEN_READ,recovery,failure,mongo1,752,745,local,1,0.45,True,True,
753,1789625830.9857125,client_A,WRITE_THEN_READ,recovery,failure,mongo1,753,745,local,1,0.35,True,True,
754,1789625830.9861262,client_A,WRITE_THEN_READ,recovery,failure,mongo1,754,745,local,1,0.41,True,True,
755,1789625830.9865294,client_A,WRITE_THEN_READ,recovery,failure,mongo1,755,745,local,1,0.4,True,True,
756,1789625830.9868631,client_A,WRITE_THEN_READ,recovery,failure,mongo1,756,745,local,1,0.33,True,True,
757,1789625830.9872766,client_A,WRITE_THEN_READ,recovery,failure,mongo1,757,745,local,1,0.41,True,True,
758,1789625830.9876282,client_A,WRITE_THEN_READ,recovery,failure,mongo1,758,745,local,1,0.35,True,True,
759,1789625830.9879756,client_A,WRITE_THEN_READ,recovery,failure,mongo1,759,745,local,1,0.35,True,True,
760,1789625830.9884126,client_A,WRITE_THEN_READ,recovery,failure,mongo1,760,745,local,1,0.44,True,True,
761,1789625830.9888597,client_A,WRITE_THEN_READ,recovery,failure,mongo1,761,745,local,1,0.45,True,True,
762,1789625830.9892623,client_A,WRITE_THEN_READ,recovery,failure,mongo1,762,745,local,1,0.4,True,True,
763,1789625830.9896598,client_A,WRITE_THEN_READ,recovery,failure,mongo1,763,745,local,1,0.4,True,True,
764,1789625830.990093,client_A,WRITE_THEN_READ,recovery,failure,mongo1,764,745,local,1,0.43,True,True,
765,1789625830.9904552,client_A,WRITE_THEN_READ,recovery,failure,mongo1,765,745,local,1,0.36,True,True,
766,1789625830.9908795,client_A,WRITE_THEN_READ,recovery,failure,mongo1,766,745,local,1,0.42,True,True,
767,1789625830.991285,client_A,WRITE_THEN_READ,recovery,failure,mongo1,767,745,local,1,0.4,True,True,
768,1789625830.9916265,client_A,WRITE_THEN_READ,recovery,failure,mongo1,768,745,local,1,0.34,True,True,
769,1789625830.992012,client_A,WRITE_THEN_READ,recovery,failure,mongo1,769,745,local,1,0.38,True,True,
770,1789625830.9924674,client_A,WRITE_THEN_READ,recovery,failure,mongo1,770,745,local,1,0.45,True,True,
771,1789625830.9928088,client_A,WRITE_THEN_READ,recovery,failure,mongo1,771,748,local,1,0.34,True,True,
772,1789625830.9933343,client_A,WRITE_THEN_READ,recovery,failure,mongo1,772,748,local,1,0.52,True,True,
