iteration,timestamp,client_id,operation,phase,scenario,failed_node,requested_version,observed_version,read_concern,write_concern,causal_session,latency_ms,success,violation,error
504,1789626926.7146,client_A,WRITE_THEN_READ,failure,failure,mongo2,504,199,local,1,False,0.52,True,True,
505,1789626926.715133,client_A,WRITE_THEN_READ,failure,failure,mongo2,505,199,local,1,False,0.53,True,True,
506,1789626926.71562,client_A,WRITE_THEN_READ,failure,failure,mongo2,506,199,local,1,False,0.49,True,True,
507,1789626926.7161252,client_A,WRITE_THEN_READ,failure,failure,mongo2,507,199,local,1,False,0.5,True,True,
508,1789626926.7165992,client_A,WRITE_THEN_READ,failure,failure,mongo2,508,199,local,1,False,0.47,True,True,
509,1789626926.717046,client_A,WRITE_THEN_READ,failure,failure,mongo2,509,199,local,1,False,0.45,True,True,
510,1789626926.7175465,client_A,WRITE_THEN_READ,failure,failure,mongo2,510,199,local,1,False,0.5,True,True,
511,1789626926.7180226,client_A,WRITE_THEN_READ,failure,failure,mongo2,511,199,local,1,False,0.47,True,True,
512,1789626926.718553,client_A,WRITE_THEN_READ,failure,failure,mongo2,512,199,local,1,False,0.53,True,True,
513,1789626926.7190497,client_A,WRITE_THEN_READ,failure,failure,mongo2,513,199,local,1,False,0.49,True,True,
514,1789626926.7195294,client_A,WRITE_THEN_READ,failure,failure,mongo2,514,199,local,1,False,0.48,True,True,
515,1789626926.7199988,client_A,WRITE_THEN_READ,failure,failure,mongo2,515,199,local,1,False,0.47,True,True,
516,1789626926.720474,client_A,WRITE_THEN_READ,failure,failure,mongo2,516,199,local,1,False,0.47,True,True,
517,1789626926.7209356,client_A,WRITE_THEN_READ,failure,failure,mongo2,517,199,local,1,False,0.46,True,True,
518,1789626926.7214284,client_A,WRITE_THEN_READ,failure,failure,mongo2,518,199,local,1,False,0.49,True,True,
519,1789626926.7219195,client_A,WRITE_THEN_READ,failure,failure,mongo2,519,199,local,1,False,0.49,True,True,
520,1789626926.7224827,client_A,WRITE_THEN_READ,failure,failure,mongo2,520,199,local,1,False,0.56,True,True,
521,1789626926.7229815,client_A,WRITE_THEN_READ,failure,failure,mongo2,521,199,local,1,False,0.5,True,True,
522,1789626926.723486,client_A,WRITE_THEN_READ,failure,failure,mongo2,522,199,local,1,False,0.5,True,True,
523,1789626926.7239578,client_A,WRITE_THEN_READ,failure,failure,mongo2,523,199,local,1,False,0.47,True,True,
524,1789626926.724398,client_A,WRITE_THEN_READ,failure,failure,mongo2,524,199,local,1,False,0.44,True,True,
525,1789626926.7248738,client_A,WRITE_THEN_READ,failure,failure,mongo2,525,199,local,1,False,0.47,True,True,
526,1789626926.7253585,client_A,WRITE_THEN_READ,failure,failure,mongo2,526,199,local,1,False,0.48,True,True,
527,1789626926.7258272,client_A,WRITE_THEN_READ,failure,failure,mongo2,527,199,local,1,False,0.47,True,True,
528,1789626926.726357,client_A,WRITE_THEN_READ,failure,failure,mongo2,528,199,local,1,False,0.53,True,True,
529,1789626926.726788,client_A,WRITE_THEN_READ,failure,failure,mongo2,529,199,local,1,False,0.43,True,True,
530,1789626926.7272246,client_A,WRITE_THEN_READ,failure,failure,mongo2,530,199,local,1,False,0.43,True,True,
531,1789626926.7276876,client_A,WRITE_THEN_READ,failure,failure,mongo2,531,199,local,1,False,0.46,True,True,
532,1789626926.728153,client_A,WRITE_THEN_READ,failure,failure,mongo2,532,199,local,1,False,0.46,True,True,
533,1789626926.7286022,client_A,WRITE_THEN_READ,failure,failure,mongo2,533,199,local,1,False,0.45,True,True,
534,1789626926.7290466,client_A,WRITE_THEN_READ,failure,failure,mongo2,534,199,local,1,False,0.44,True,True,
535,1789626926.7294896,client_A,WRITE_THEN_READ,failure,failure,mongo2,535,199,local,1,False,0.44,True,True,
536,1789626926.7300265,client_A,WRITE_THEN_READ,failure,failure,mongo2,536,199,local,1,False,0.54,True,True,
537,1789626926.7305608,client_A,WRITE_THEN_READ,failure,failure,mongo2,537,199,local,1,False,0.53,True,True,
538,1789626926.7309747,client_A,WRITE_THEN_READ,failure,failure,mongo2,538,199,local,1,False,0.41,True,True,
539,1789626926.7314646,client_A,WRITE_THEN_READ,failure,failure,mongo2,539,199,local,1,False,0.49,True,True,
540,1789626926.7319272,client_A,WRITE_THEN_READ,failure,failure,mongo2,540,199,local,1,False,0.46,True,True,
541,1789626926.7324073,client_A,WRITE_THEN_READ,failure,failure,mongo2,541,199,local,1,False,0.48,True,True,
542,1789626926.732918,client_A,WRITE_THEN_READ,failure,failure,mongo2,542,199,local,1,False,0.51,True,True,
543,1789626926.73337,client_A,WRITE_THEN_READ,failure,failure,mongo2,543,199,local,1,False,0.45,True,True,
544,1789626926.73384,client_A,WRITE_THEN_READ,failure,failure,mongo2,544,199,local,1,False,0.47,True,True,
545,1789626926.734345,client_A,WRITE_THEN_READ,failure,failure,mongo2,545,199,local,1,False,0.5,True,True,
546,1789626926.7348187,client_A,WRITE_THEN_READ,failure,failure,mongo2,546,199,local,1,False,0.47,True,True,
547,1789626926.735309,client_A,WRITE_THEN_READ,failure,failure,mongo2,547,199,local,1,False,0.49,True,True,
548,1789626926.7358363,client_A,WRITE_THEN_READ,failure,failure,mongo2,548,199,local,1,False,0.53,True,True,
549,1789626926.7363284,client_A,WRITE_THEN_READ,failure,failure,mongo2,549,199,local,1,False,0.49,True,True,
550,1789626926.7367535,client_A,WRITE_THEN_READ,failure,failure,mongo2,550,199,local,1,False,0.42,True,True,
551,1789626926.7372537,client_A,WRITE_THEN_READ,failure,failure,mongo2,551,199,local,1,False,0.5,True,True,
552,1789626926.737719,client_A,WRITE_THEN_READ,failure,failure,mongo2,552,199,local,1,False,0.46,True,True,
553,1789626926.7381954,client_A,WRITE_THEN_READ,failure,failure,mongo2,553,199,local,1,False,0.47,True,True,
554,1789626926.7386935,client_A,WRITE_THEN_READ,failure,failure,mongo2,554,199,local,1,False,0.5,True,True,
555,1789626926.7391927,client_A,WRITE_THEN_READ,failure,failure,mongo2,555,199,local,1,False,0.5,True,True,
556,1789626926.7396631,client_A,WRITE_THEN_READ,failure,failure,mongo2,556,199,local,1,False,0.47,True,True,
557,1789626926.7401588,client_A,WRITE_THEN_READ,failure,failure,mongo2,557,199,local,1,False,0.49,True,True,
558,1789626926.7406363,client_A,WRITE_THEN_READ,failure,failure,mongo2,558,199,local,1,False,0.48,True,True,
559,1789626926.741129,client_A,WRITE_THEN_READ,failure,failure,mongo2,559,199,local,1,False,0.49,True,True,
560,1789626926.7416193,client_A,WRITE_THEN_READ,failure,failure,mongo2,560,199,local,1,False,0.49,True,True,
561,1789626926.742104,client_A,WRITE_THEN_READ,failure,failure,mongo2,561,199,local,1,False,0.48,True,True,
562,1789626926.7426338,client_A,WRITE_THEN_READ,failure,failure,mongo2,562,199,local,1,False,0.53,True,True,
563,1789626926.74316,client_A,WRITE_THEN_READ,failure,failure,mongo2,563,199,local,1,False,0.52,True,True,
564,1789626926.743683,client_A,WRITE_THEN_READ,failure,failure,mongo2,564,199,local,1,False,0.52,True,True,
565,1789626926.7441225,client_A,WRITE_THEN_READ,failure,failure,mongo2,565,199,local,1,False,0.44,True,True,
566,1789626926.7446146,client_A,WRITE_THEN_READ,failure,failure,mongo2,566,199,local,1,False,0.49,True,True,
567,1789626926.7451322,client_A,WRITE_THEN_READ,failure,failure,mongo2,567,199,local,1,False,0.52,True,True,
568,1789626926.7455988,client_A,WRITE_THEN_READ,failure,failure,mongo2,568,199,local,1,False,0.46,True,True,
569,1789626926.7460697,client_A,WRITE_THEN_READ,failure,failure,mongo2,569,199,local,1,False,0.47,True,True,
570,1789626926.7465923,client_A,WRITE_THEN_READ,failure,failure,mongo2,570,199,local,1,False,0.52,True,True,
571,1789626926.747083,client_A,WRITE_THEN_READ,failure,failure,mongo2,571,199,local,1,False,0.49,True,True,
572,1789626926.7475474,client_A,WRITE_THEN_READ,failure,failure,mongo2,572,199,local,1,False,0.46,True,True,
573,1789626926.7480083,client_A,WRITE_THEN_READ,failure,failure,mongo2,573,199,local,1,False,0.46,True,True,
574,1789626926.748474,client_A,WRITE_THEN_READ,failure,failure,mongo2,574,199,local,1,False,0.46,True,True,
575,1789626926.7489731,client_A,WRITE_THEN_READ,failure,failure,mongo2,575,199,local,1,False,0.5,True,True,
576,1789626926.7494538,client_A,WRITE_THEN_READ,failure,failure,mongo2,576,199,local,1,False,0.48,True,True,
577,1789626926.7499304,client_A,WRITE_THEN_READ,failure,failure,mongo2,577,199,local,1,False,0.47,True,True,
578,1789626926.7504668,client_A,WRITE_THEN_READ,failure,failure,mongo2,578,199,local,1,False,0.53,True,True,
579,1789626926.7509565,client_A,WRITE_THEN_READ,failure,failure,mongo2,579,199,local,1,False,0.49,True,True,
580,1789626926.7514296,client_A,WRITE_THEN_READ,failure,failure,mongo2,580,199,local,1,False,0.47,True,True,
581,1789626926.751859,client_A,WRITE_THEN_READ,failure,failure,mongo2,581,199,local,1,False,0.43,True,True,
582,1789626926.7523305,client_A,WRITE_THEN_READ,failure,failure,mongo2,582,199,local,1,False,0.47,True,True,
583,1789626926.7528157,client_A,WRITE_THEN_READ,failure,failure,mongo2,583,199,local,1,False,0.48,True,True,
584,1789626926.753292,client_A,WRITE_THEN_READ,failure,failure,mongo2,584,199,local,1,False,0.47,True,True,
585,1789626926.7537396,client_A,WRITE_THEN_READ,failure,failure,mongo2,585,199,local,1,False,0.45,True,True,
586,1789626926.754227,client_A,WRITE_THEN_READ,failure,failure,mongo2,586,199,local,1,False,0.49,True,True,
587,1789626926.7547498,client_A,WRITE_THEN_READ,failure,failure,mongo2,587,199,local,1,False,0.52,True,True,
588,1789626926.755193,client_A,WRITE_THEN_READ,failure,failure,mongo2,588,199,local,1,False,0.44,True,True,
589,1789626926.7557,client_A,WRITE_THEN_READ,failure,failure,mongo2,589,199,local,1,False,0.51,True,True,
590,1789626926.756158,client_A,WRITE_THEN_READ,failure,failure,mongo2,590,199,local,1,False,0.46,True,True,
591,1789626926.7566552,client_A,WRITE_THEN_READ,failure,failure,mongo2,591,199,local,1,False,0.49,True,True,
592,1789626926.7571707,client_A,WRITE_THEN_READ,failure,failure,mongo2,592,199,local,1,False,0.51,True,True,
593,1789626926.7576602,client_A,WRITE_THEN_READ,failure,failure,mongo2,593,199,local,1,False,0.49,True,True,
594,1789626926.758156,client_A,WRITE_THEN_READ,failure,failure,mongo2,594,199,local,1,False,0.49,True,True,
595,1789626926.7586753,client_A,WRITE_THEN_READ,failure,failure,mongo2,595,199,local,1,False,0.52,True,True,
596,1789626926.7591925,client_A,WRITE_THEN_READ,failure,failure,mongo2,596,199,local,1,False,0.52,True,True,
597,1789626926.7596688,client_A,WRITE_THEN_READ,failure,failure,mongo2,597,199,local,1,False,0.47,True,True,
598,1789626926.7601368,client_A,WRITE_THEN_READ,failure,failure,mongo2,598,199,local,1,False,0.47,True,True,
599,1789626926.7606304,client_A,WRITE_THEN_READ,failure,failure,mongo2,599,199,local,1,False,0.49,True,True,
600,1789626926.8338811,client_A,WRITE_THEN_READ,recovery,failure,mongo2,600,199,local,1,False,1.01,True,True,
601,1789626926.8344295,client_A,WRITE_THEN_READ,recovery,failure,mongo2,601,199,local,1,False,0.53,True,True,
602,1789626926.8349817,client_A,WRITE_THEN_READ,recovery,failure,mongo2,602,199,local,1,False,0.55,True,True,
603,1789626926.8354535,client_A,WRITE_THEN_READ,recovery,failure,mongo2,603,199,local,1,False,0.47,True,True,
604,1789626926.835938,client_A,WRITE_THEN_READ,recovery,failure,mongo2,604,199,local,1,False,0.48,True,True,
605,1789626926.836394,client_A,WRITE_THEN_READ,recovery,failure,mongo2,605,199,local,1,False,0.45,True,True,
606,1789626926.83687,client_A,WRITE_THEN_READ,recovery,failure,mongo2,606,199,local,1,False,0.47,True,True,
607,1789626926.8388033,client_A,WRITE_THEN_READ,recovery,failure,mongo2,607,199,local,1,False,1.93,True,True,
608,1789626926.8392465,client_A,WRITE_THEN_READ,recovery,failure,mongo2,608,199,local,1,False,0.44,True,True,
609,1789626926.8396313,client_A,WRITE_THEN_READ,recovery,failure,mongo2,609,199,local,1,False,0.38,True,True,
610,1789626926.8400671,client_A,WRITE_THEN_READ,recovery,failure,mongo2,610,199,local,1,False,0.43,True,True,
611,1789626926.8405106,client_A,WRITE_THEN_READ,recovery,failure,mongo2,611,199,local,1,False,0.44,True,True,
612,1789626926.8409383,client_A,WRITE_THEN_READ,recovery,failure,mongo2,612,199,local,1,False,0.43,True,True,
613,1789626926.8413427,client_A,WRITE_THEN_READ,recovery,failure,mongo2,613,199,local,1,False,0.4,True,True,
614,1789626926.8418214,client_A,WRITE_THEN_READ,recovery,failure,mongo2,614,199,local,1,False,0.48,True,True,
615,1789626926.842222,client_A,WRITE_THEN_READ,recovery,failure,mongo2,615,199,local,1,False,0.4,True,True,
616,1789626926.8427558,client_A,WRITE_THEN_READ,recovery,failure,mongo2,616,199,local,1,False,0.53,True,True,
617,1789626926.8431451,client_A,WRITE_THEN_READ,recovery,failure,mongo2,617,199,local,1,False,0.39,True,True,
618,1789626926.8435745,client_A,WRITE_THEN_READ,recovery,failure,mongo2,618,199,local,1,False,0.43,True,True,
619,1789626926.8439908,client_A,WRITE_THEN_READ,recovery,failure,mongo2,619,199,local,1,False,0.41,True,True,
620,1789626926.8443606,client_A,WRITE_THEN_READ,recovery,failure,mongo2,620,199,local,1,False,0.37,True,True,
621,1789626926.8447692,client_A,WRITE_THEN_READ,recovery,failure,mongo2,621,199,local,1,False,0.41,True,True,
622,1789626926.8452034,client_A,WRITE_THEN_READ,recovery,failure,mongo2,622,199,local,1,False,0.43,True,True,
623,1789626926.8457541,client_A,WRITE_THEN_READ,recovery,failure,mongo2,623,199,local,1,False,0.55,True,True,
624,1789626926.8461916,client_A,WRITE_THEN_READ,recovery,failure,mongo2,624,199,local,1,False,0.44,True,True,
625,1789626926.8466778,client_A,WRITE_THEN_READ,recovery,failure,mongo2,625,199,local,1,False,0.48,True,True,
626,1789626926.8470743,client_A,WRITE_THEN_READ,recovery,failure,mongo2,626,199,local,1,False,0.39,True,True,
627,1789626926.8474798,client_A,WRITE_THEN_READ,recovery,failure,mongo2,627,199,local,1,False,0.4,True,True,
628,1789626926.847924,client_A,WRITE_THEN_READ,recovery,failure,mongo2,628,199,local,1,False,0.44,True,True,
629,1789626926.8483202,client_A,WRITE_THEN_READ,recovery,failure,mongo2,629,199,local,1,False,0.39,True,True,
630,1789626926.8487105,client_A,WRITE_THEN_READ,recovery,failure,mongo2,630,199,local,1,False,0.39,True,True,
631,1789626926.8491068,client_A,WRITE_THEN_READ,recovery,failure,mongo2,631,199,local,1,False,0.39,True,True,
632,1789626926.8495655,client_A,WRITE_THEN_READ,recovery,failure,mongo2,632,199,local,1,False,0.46,True,True,
633,1789626926.8499913,client_A,WRITE_THEN_READ,recovery,failure,mongo2,633,199,local,1,False,0.42,True,True,
634,1789626926.8504345,client_A,WRITE_THEN_READ,recovery,failure,mongo2,634,199,local,1,False,0.44,True,True,
635,1789626926.8508973,client_A,WRITE_THEN_READ,recovery,failure,mongo2,635,199,local,1,False,0.46,True,True,
636,1789626926.8513236,client_A,WRITE_THEN_READ,recovery,failure,mongo2,636,199,local,1,False,0.42,True,True,
637,1789626926.8517547,client_A,WRITE_THEN_READ,recovery,failure,mongo2,637,199,local,1,False,0.43,True,True,
638,1789626926.8522043,client_A,WRITE_THEN_READ,recovery,failure,mongo2,638,199,local,1,False,0.45,True,True,
639,1789626926.8526096,client_A,WRITE_THEN_READ,recovery,failure,mongo2,639,199,local,1,False,0.4,True,True,
640,1789626926.8530517,client_A,WRITE_THEN_READ,recovery,failure,mongo2,640,199,local,1,False,0.44,True,True,
641,1789626926.8534584,client_A,WRITE_THEN_READ,recovery,failure,mongo2,641,199,local,1,False,0.41,True,True,
642,1789626926.8538506,client_A,WRITE_THEN_READ,recovery,failure,mongo2,642,199,local,1,False,0.39,True,True,
643,1789626926.8542597,client_A,WRITE_THEN_READ,recovery,failure,mongo2,643,199,local,1,False,0.41,True,True,
644,1789626926.8547425,client_A,WRITE_THEN_READ,recovery,failure,mongo2,644,199,local,1,False,0.48,True,True,
645,1789626926.855138,client_A,WRITE_THEN_READ,recovery,failure,mongo2,645,199,local,1,False,0.39,True,True,
646,1789626926.8555346,client_A,WRITE_THEN_READ,recovery,failure,mongo2,646,199,local,1,False,0.39,True,True,
647,1789626926.8559344,client_A,WRITE_THEN_READ,recovery,failure,mongo2,647,199,local,1,False,0.4,True,True,
648,1789626926.8563104,client_A,WRITE_THEN_READ,recovery,failure,mongo2,648,199,local,1,False,0.37,True,True,
649,1789626926.8567262,client_A,WRITE_THEN_READ,recovery,failure,mongo2,649,199,local,1,False,0.41,True,True,
650,1789626926.8571587,client_A,WRITE_THEN_READ,recovery,failure,mongo2,650,199,local,1,False,0.43,True,True,
651,1789626926.857565,client_A,WRITE_THEN_READ,recovery,failure,mongo2,651,199,local,1,False,0.4,True,True,
652,1789626926.8579466,client_A,WRITE_THEN_READ,recovery,failure,mongo2,652,199,local,1,False,0.38,True,True,
653,1789626926.8583658,client_A,WRITE_THEN_READ,recovery,failure,mongo2,653,199,local,1,False,0.42,True,True,
654,1789626926.8587427,client_A,WRITE_THEN_READ,recovery,failure,mongo2,654,199,local,1,False,0.38,True,True,
655,1789626926.8591158,client_A,WRITE_THEN_READ,recovery,failure,mongo2,655,199,local,1,False,0.37,True,True,
656,1789626926.8594763,client_A,WRITE_THEN_READ,recovery,failure,mongo2,656,199,local,1,False,0.36,True,True,
657,1789626926.8598316,client_A,WRITE_THEN_READ,recovery,failure,mongo2,657,199,local,1,False,0.35,True,True,
658,1789626926.860162,client_A,WRITE_THEN_READ,recovery,failure,mongo2,658,199,local,1,False,0.33,True,True,
659,1789626926.8605301,client_A,WRITE_THEN_READ,recovery,failure,mongo2,659,199,local,1,False,0.37,True,True,
660,1789626926.8608615,client_A,WRITE_THEN_READ,recovery,failure,mongo2,660,199,local,1,False,0.33,True,True,
661,1789626926.861202,client_A,WRITE_THEN_READ,recovery,failure,mongo2,661,199,local,1,False,0.34,True,True,
662,1789626926.8615906,client_A,WRITE_THEN_READ,recovery,failure,mongo2,662,199,local,1,False,0.39,True,True,
663,1789626926.8619268,client_A,WRITE_THEN_READ,recovery,failure,mongo2,663,199,local,1,False,0.33,True,True,
664,1789626926.8623576,client_A,WRITE_THEN_READ,recovery,failure,mongo2,664,199,local,1,False,0.43,True,True,
665,1789626926.8627167,client_A,WRITE_THEN_READ,recovery,failure,mongo2,665,199,local,1,False,0.36,True,True,
666,1789626926.8630717,client_A,WRITE_THEN_READ,recovery,failure,mongo2,666,199,local,1,False,0.35,True,True,
667,1789626926.8634079,client_A,WRITE_THEN_READ,recovery,failure,mongo2,667,199,local,1,False,0.33,True,True,
668,1789626926.8637958,client_A,WRITE_THEN_READ,recovery,failure,mongo2,668,199,local,1,False,0.39,True,True,
669,1789626926.8641179,client_A,WRITE_THEN_READ,recovery,failure,mongo2,669,199,local,1,False,0.32,True,True,
670,1789626926.864472,client_A,WRITE_THEN_READ,recovery,failure,mongo2,670,199,local,1,False,0.35,True,True,
671,1789626926.8647864,client_A,WRITE_THEN_READ,recovery,failure,mongo2,671,199,local,1,False,0.31,True,True,
672,1789626926.8652008,client_A,WRITE_THEN_READ,recovery,failure,mongo2,672,199,local,1,False,0.41,True,True,
673,1789626926.8655636,client_A,WRITE_THEN_READ,recovery,failure,mongo2,673,199,local,1,False,0.36,True,True,
674,1789626926.8659265,client_A,WRITE_THEN_READ,recovery,failure,mongo2,674,199,local,1,False,0.36,True,True,
675,1789626926.8663564,client_A,WRITE_THEN_READ,recovery,failure,mongo2,675,199,local,1,False,0.43,True,True,
676,1789626926.8666947,client_A,WRITE_THEN_READ,recovery,failure,mongo2,676,199,local,1,False,0.34,True,True,
677,1789626926.8670557,client_A,WRITE_THEN_READ,recovery,failure,mongo2,677,199,local,1,False,0.36,True,True,
678,1789626926.8674712,client_A,WRITE_THEN_READ,recovery,failure,mongo2,678,199,local,1,False,0.41,True,True,
679,1789626926.8678186,client_A,WRITE_THEN_READ,recovery,failure,mongo2,679,199,local,1,False,0.35,True,True,
680,1789626926.8681505,client_A,WRITE_THEN_READ,recovery,failure,mongo2,680,199,local,1,False,0.33,True,True,
681,1789626926.8684905,client_A,WRITE_THEN_READ,recovery,failure,mongo2,681,199,local,1,False,0.34,True,True,
682,1789626926.8688571,client_A,WRITE_THEN_READ,recovery,failure,mongo2,682,199,local,1,False,0.36,True,True,
683,1789626926.869305,client_A,WRITE_THEN_READ,recovery,failure,mongo2,683,199,local,1,False,0.45,True,True,
684,1789626926.869657,client_A,WRITE_THEN_READ,recovery,failure,mongo2,684,199,local,1,False,0.35,True,True,
685,1789626926.870047,client_A,WRITE_THEN_READ,recovery,failure,mongo2,685,199,local,1,False,0.39,True,True,
686,1789626926.870481,client_A,WRITE_THEN_READ,recovery,failure,mongo2,686,199,local,1,False,0.43,True,True,
687,1789626926.8708491,client_A,WRITE_THEN_READ,recovery,failure,mongo2,687,199,local,1,False,0.37,True,True,
688,1789626926.8712113,client_A,WRITE_THEN_READ,recovery,failure,mongo2,688,199,local,1,False,0.36,True,True,
689,1789626926.8715441,client_A,WRITE_THEN_READ,recovery,failure,mongo2,689,199,local,1,False,0.33,True,True,
690,1789626926.8718793,client_A,WRITE_THEN_READ,recovery,failure,mongo2,690,199,local,1,False,0.33,True,True,
691,1789626926.8722198,client_A,WRITE_THEN_READ,recovery,failure,mongo2,691,199,local,1,False,0.34,True,True,
692,1789626926.8726456,client_A,WRITE_THEN_READ,recovery,failure,mongo2,692,199,local,1,False,0.42,True,True,
693,1789626926.8730402,client_A,WRITE_THEN_READ,recovery,failure,mongo2,693,199,local,1,False,0.39,True,True,
694,1789626926.8734252,client_A,WRITE_THEN_READ,recovery,failure,mongo2,694,199,local,1,False,0.38,True,True,
695,1789626926.8738613,client_A,WRITE_THEN_READ,recovery,failure,mongo2,695,199,local,1,False,0.43,True,True,
696,1789626926.874301,client_A,WRITE_THEN_READ,recovery,failure,mongo2,696,199,local,1,False,0.44,True,True,
697,1789626926.8747027,client_A,WRITE_THEN_READ,recovery,failure,mongo2,697,199,local,1,False,0.4,True,True,
698,1789626926.875032,client_A,WRITE_THEN_READ,recovery,failure,mongo2,698,199,local,1,False,0.33,True,True,
699,1789626926.8753555,client_A,WRITE_THEN_READ,recovery,failure,mongo2,699,199,local,1,False,0.32,True,True,
700,1789626926.8756826,client_A,WRITE_THEN_READ,recovery,failure,mongo2,700,199,local,1,False,0.33,True,True,
701,1789626926.87613,client_A,WRITE_THEN_READ,recovery,failure,mongo2,701,199,local,1,False,0.43,True,True,
702,1789626926.876467,client_A,WRITE_THEN_READ,recovery,failure,mongo2,702,199,local,1,False,0.34,True,True,
703,1789626926.876873,client_A,WRITE_THEN_READ,recovery,failure,mongo2,703,199,local,1,False,0.4,True,True,
704,1789626926.877265,client_A,WRITE_THEN_READ,recovery,failure,mongo2,704,199,local,1,False,0.39,True,True,
705,1789626926.8776784,client_A,WRITE_THEN_READ,recovery,failure,mongo2,705,199,local,1,False,0.41,True,True,
706,1789626926.8780463,client_A,WRITE_THEN_READ,recovery,failure,mongo2,706,199,local,1,False,0.37,True,True,
707,1789626926.8784559,client_A,WRITE_THEN_READ,recovery,failure,mongo2,707,199,local,1,False,0.41,True,True,
708,1789626926.8787913,client_A,WRITE_THEN_READ,recovery,failure,mongo2,708,199,local,1,False,0.33,True,True,
709,1789626926.8791199,client_A,WRITE_THEN_READ,recovery,failure,mongo2,709,199,local,1,False,0.33,True,True,
710,1789626926.8794556,client_A,WRITE_THEN_READ,recovery,failure,mongo2,710,199,local,1,False,0.33,True,True,
711,1789626926.8798094,client_A,WRITE_THEN_READ,recovery,failure,mongo2,711,199,local,1,False,0.35,True,True,
712,1789626926.8801692,client_A,WRITE_THEN_READ,recovery,failure,mongo2,712,199,local,1,False,0.36,True,True,
713,1789626926.880508,client_A,WRITE_THEN_READ,recovery,failure,mongo2,713,199,local,1,False,0.34,True,True,
714,1789626926.8808794,client_A,WRITE_THEN_READ,recovery,failure,mongo2,714,199,local,1,False,0.37,True,True,
715,1789626926.8812988,client_A,WRITE_THEN_READ,recovery,failure,mongo2,715,199,local,1,False,0.42,True,True,
716,1789626926.881665,client_A,WRITE_THEN_READ,recovery,failure,mongo2,716,199,local,1,False,0.36,True,True,
717,1789626926.8820784,client_A,WRITE_THEN_READ,recovery,failure,mongo2,717,199,local,1,False,0.41,True,True,
718,1789626926.882545,client_A,WRITE_THEN_READ,recovery,failure,mongo2,718,199,local,1,False,0.47,True,True,
719,1789626926.8830452,client_A,WRITE_THEN_READ,recovery,failure,mongo2,719,199,local,1,False,0.5,True,True,
720,1789626926.883353,client_A,WRITE_THEN_READ,recovery,failure,mongo2,720,199,local,1,False,0.31,True,True,
721,1789626926.8837652,client_A,WRITE_THEN_READ,recovery,failure,mongo2,721,199,local,1,False,0.41,True,True,
722,1789626926.8841355,client_A,WRITE_THEN_READ,recovery,failure,mongo2,722,199,local,1,False,0.37,True,True,
723,1789626926.8844934,client_A,WRITE_THEN_READ,recovery,failure,mongo2,723,199,local,1,False,0.36,True,True,
724,1789626926.8857555,client_A,WRITE_THEN_READ,recovery,failure,mongo2,724,199,local,1,False,1.26,True,True,
725,1789626926.8946495,client_A,WRITE_THEN_READ,recovery,failure,mongo2,725,199,local,1,False,8.89,True,True,
726,1789626926.8951094,client_A,WRITE_THEN_READ,recovery,failure,mongo2,726,725,local,1,False,0.46,True,True,
727,1789626926.895576,client_A,WRITE_THEN_READ,recovery,failure,mongo2,727,726,local,1,False,0.46,True,True,
728,1789626926.8960218,client_A,WRITE_THEN_READ,recovery,failure,mongo2,728,727,local,1,False,0.44,True,True,
729,1789626926.8965342,client_A,WRITE_THEN_READ,recovery,failure,mongo2,729,728,local,1,False,0.51,True,True,
730,1789626926.8970826,client_A,WRITE_THEN_READ,recovery,failure,mongo2,730,729,local,1,False,0.55,True,True,
731,1789626926.8977282,client_A,WRITE_THEN_READ,recovery,failure,mongo2,731,731,local,1,False,0.64,True,False,
732,1789626926.8984215,client_A,WRITE_THEN_READ,recovery,failure,mongo2,732,732,local,1,False,0.69,True,False,
733,1789626926.8988945,client_A,WRITE_THEN_READ,recovery,failure,mongo2,733,732,local,1,False,0.47,True,True,
734,1789626926.8994005,client_A,WRITE_THEN_READ,recovery,failure,mongo2,734,734,local,1,False,0.5,True,False,
735,1789626926.9000826,client_A,WRITE_THEN_READ,recovery,failure,mongo2,735,735,local,1,False,0.68,True,False,
736,1789626926.9005108,client_A,WRITE_THEN_READ,recovery,failure,mongo2,736,735,local,1,False,0.43,True,True,
737,1789626926.9009886,client_A,WRITE_THEN_READ,recovery,failure,mongo2,737,737,local,1,False,0.48,True,False,
738,1789626926.901526,client_A,WRITE_THEN_READ,recovery,failure,mongo2,738,737,local,1,False,0.54,True,True,
739,1789626926.90189,client_A,WRITE_THEN_READ,recovery,failure,mongo2,739,738,local,1,False,0.36,True,True,
740,1789626926.9026043,client_A,WRITE_THEN_READ,recovery,failure,mongo2,740,740,local,1,False,0.71,True,False,
741,1789626926.9030375,client_A,WRITE_THEN_READ,recovery,failure,mongo2,741,741,local,1,False,0.43,True,False,
742,1789626926.903549,client_A,WRITE_THEN_READ,recovery,failure,mongo2,742,742,local,1,False,0.51,True,False,
743,1789626926.9040608,client_A,WRITE_THEN_READ,recovery,failure,mongo2,743,743,local,1,False,0.51,True,False,
744,1789626926.904578,client_A,WRITE_THEN_READ,recovery,failure,mongo2,744,744,local,1,False,0.52,True,False,
745,1789626926.9049182,client_A,WRITE_THEN_READ,recovery,failure,mongo2,745,744,local,1,False,0.34,True,True,
